,sample,strain,ref_file,condition,fastq1,fastq2,growth_media,og_strains,day,well
0,ASC1-0_S17,B8,/scicore/home/nimwegen/bojani0000/Gene_clustering_algorithms/pan-genome-analysis/data/E_coli_backup4/input_GenBank/B8_pilon_round_4_annotated.gbk,strict,/scicore/home/nimwegen/bojani0000/20260806-dna-rna-deconvolution-pipeline/breseq_strain_assignment_pipeline/OUTPUT_breseq_assignment/fastq/ASC1-0_S17/B8.strict_R1.fastq.gz,/scicore/home/nimwegen/bojani0000/20260806-dna-rna-deconvolution-pipeline/breseq_strain_assignment_pipeline/OUTPUT_breseq_assignment/fastq/ASC1-0_S17/B8.strict_R2.fastq.gz,CONTROL,"['K12', 'B8', 'D2', 'C5', 'H1', 'D5', 'E3']",0,ASC1
1,ASC1-0_S17,B8,/scicore/home/nimwegen/bojani0000/Gene_clustering_algorithms/pan-genome-analysis/data/E_coli_backup4/input_GenBank/B8_pilon_round_4_annotated.gbk,permissive,/scicore/home/nimwegen/bojani0000/20260806-dna-rna-deconvolution-pipeline/breseq_strain_assignment_pipeline/OUTPUT_breseq_assignment/fastq/ASC1-0_S17/B8.permissive_R1.fastq.gz,/scicore/home/nimwegen/bojani0000/20260806-dna-rna-deconvolution-pipeline/breseq_strain_assignment_pipeline/OUTPUT_breseq_assignment/fastq/ASC1-0_S17/B8.permissive_R2.fastq.gz,CONTROL,"['K12', 'B8', 'D2', 'C5', 'H1', 'D5', 'E3']",0,ASC1
2,ASC1-0_S17,C5,/scicore/home/nimwegen/bojani0000/Gene_clustering_algorithms/pan-genome-analysis/data/E_coli_backup4/input_GenBank/C5_pilon_round_4_annotated.gbk,strict,/scicore/home/nimwegen/bojani0000/20260806-dna-rna-deconvolution-pipeline/breseq_strain_assignment_pipeline/OUTPUT_breseq_assignment/fastq/ASC1-0_S17/C5.strict_R1.fastq.gz,/scicore/home/nimwegen/bojani0000/20260806-dna-rna-deconvolution-pipeline/breseq_strain_assignment_pipeline/OUTPUT_breseq_assignment/fastq/ASC1-0_S17/C5.strict_R2.fastq.gz,CONTROL,"['K12', 'B8', 'D2', 'C5', 'H1', 'D5', 'E3']",0,ASC1
3,ASC1-0_S17,C5,/scicore/home/nimwegen/bojani0000/Gene_clustering_algorithms/pan-genome-analysis/data/E_coli_backup4/input_GenBank/C5_pilon_round_4_annotated.gbk,permissive,/scicore/home/nimwegen/bojani0000/20260806-dna-rna-deconvolution-pipeline/breseq_strain_assignment_pipeline/OUTPUT_breseq_assignment/fastq/ASC1-0_S17/C5.permissive_R1.fastq.gz,/scicore/home/nimwegen/bojani0000/20260806-dna-rna-deconvolution-pipeline/breseq_strain_assignment_pipeline/OUTPUT_breseq_assignment/fastq/ASC1-0_S17/C5.permissive_R2.fastq.gz,CONTROL,"['K12', 'B8', 'D2', 'C5', 'H1', 'D5', 'E3']",0,ASC1
4,ASC1-0_S17,H1,/scicore/home/nimwegen/bojani0000/Gene_clustering_algorithms/pan-genome-analysis/data/E_coli_backup4/input_GenBank/H1_pilon_round_4_annotated.gbk,strict,/scicore/home/nimwegen/bojani0000/20260806-dna-rna-deconvolution-pipeline/breseq_strain_assignment_pipeline/OUTPUT_breseq_assignment/fastq/ASC1-0_S17/H1.strict_R1.fastq.gz,/scicore/home/nimwegen/bojani0000/20260806-dna-rna-deconvolution-pipeline/breseq_strain_assignment_pipeline/OUTPUT_breseq_assignment/fastq/ASC1-0_S17/H1.strict_R2.fastq.gz,CONTROL,"['K12', 'B8', 'D2', 'C5', 'H1', 'D5', 'E3']",0,ASC1
5,ASC1-0_S17,H1,/scicore/home/nimwegen/bojani0000/Gene_clustering_algorithms/pan-genome-analysis/data/E_coli_backup4/input_GenBank/H1_pilon_round_4_annotated.gbk,permissive,/scicore/home/nimwegen/bojani0000/20260806-dna-rna-deconvolution-pipeline/breseq_strain_assignment_pipeline/OUTPUT_breseq_assignment/fastq/ASC1-0_S17/H1.permissive_R1.fastq.gz,/scicore/home/nimwegen/bojani0000/20260806-dna-rna-deconvolution-pipeline/breseq_strain_assignment_pipeline/OUTPUT_breseq_assignment/fastq/ASC1-0_S17/H1.permissive_R2.fastq.gz,CONTROL,"['K12', 'B8', 'D2', 'C5', 'H1', 'D5', 'E3']",0,ASC1
6,AC2-0_S16,B8,/scicore/home/nimwegen/bojani0000/Gene_clustering_algorithms/pan-genome-analysis/data/E_coli_backup4/input_GenBank/B8_pilon_round_4_annotated.gbk,strict,/scicore/home/nimwegen/bojani0000/20260806-dna-rna-deconvolution-pipeline/breseq_strain_assignment_pipeline/OUTPUT_breseq_assignment/fastq/AC2-0_S16/B8.strict_R1.fastq.gz,/scicore/home/nimwegen/bojani0000/20260806-dna-rna-deconvolution-pipeline/breseq_strain_assignment_pipeline/OUTPUT_breseq_assignment/fastq/AC2-0_S16/B8.strict_R2.fastq.gz,CONTROL,"['K12', 'B8', 'D2', 'C5', 'H1', 'D5', 'E3']",0,AC2
7,AC2-0_S16,B8,/scicore/home/nimwegen/bojani0000/Gene_clustering_algorithms/pan-genome-analysis/data/E_coli_backup4/input_GenBank/B8_pilon_round_4_annotated.gbk,permissive,/scicore/home/nimwegen/bojani0000/20260806-dna-rna-deconvolution-pipeline/breseq_strain_assignment_pipeline/OUTPUT_breseq_assignment/fastq/AC2-0_S16/B8.permissive_R1.fastq.gz,/scicore/home/nimwegen/bojani0000/20260806-dna-rna-deconvolution-pipeline/breseq_strain_assignment_pipeline/OUTPUT_breseq_assignment/fastq/AC2-0_S16/B8.permissive_R2.fastq.gz,CONTROL,"['K12', 'B8', 'D2', 'C5', 'H1', 'D5', 'E3']",0,AC2
8,AC2-0_S16,D2,/scicore/home/nimwegen/bojani0000/Gene_clustering_algorithms/pan-genome-analysis/data/E_coli_backup4/input_GenBank/D2_pilon_round_4_annotated.gbk,strict,/scicore/home/nimwegen/bojani0000/20260806-dna-rna-deconvolution-pipeline/breseq_strain_assignment_pipeline/OUTPUT_breseq_assignment/fastq/AC2-0_S16/D2.strict_R1.fastq.gz,/scicore/home/nimwegen/bojani0000/20260806-dna-rna-deconvolution-pipeline/breseq_strain_assignment_pipeline/OUTPUT_breseq_assignment/fastq/AC2-0_S16/D2.strict_R2.fastq.gz,CONTROL,"['K12', 'B8', 'D2', 'C5', 'H1', 'D5', 'E3']",0,AC2
9,AC2-0_S16,D2,/scicore/home/nimwegen/bojani0000/Gene_clustering_algorithms/pan-genome-analysis/data/E_coli_backup4/input_GenBank/D2_pilon_round_4_annotated.gbk,permissive,/scicore/home/nimwegen/bojani0000/20260806-dna-rna-deconvolution-pipeline/breseq_strain_assignment_pipeline/OUTPUT_breseq_assignment/fastq/AC2-0_S16/D2.permissive_R1.fastq.gz,/scicore/home/nimwegen/bojani0000/20260806-dna-rna-deconvolution-pipeline/breseq_strain_assignment_pipeline/OUTPUT_breseq_assignment/fastq/AC2-0_S16/D2.permissive_R2.fastq.gz,CONTROL,"['K12', 'B8', 'D2', 'C5', 'H1', 'D5', 'E3']",0,AC2
10,AC2-0_S16,H1,/scicore/home/nimwegen/bojani0000/Gene_clustering_algorithms/pan-genome-analysis/data/E_coli_backup4/input_GenBank/H1_pilon_round_4_annotated.gbk,strict,/scicore/home/nimwegen/bojani0000/20260806-dna-rna-deconvolution-pipeline/breseq_strain_assignment_pipeline/OUTPUT_breseq_assignment/fastq/AC2-0_S16/H1.strict_R1.fastq.gz,/scicore/home/nimwegen/bojani0000/20260806-dna-rna-deconvolution-pipeline/breseq_strain_assignment_pipeline/OUTPUT_breseq_assignment/fastq/AC2-0_S16/H1.strict_R2.fastq.gz,CONTROL,"['K12', 'B8', 'D2', 'C5', 'H1', 'D5', 'E3']",0,AC2
11,AC2-0_S16,H1,/scicore/home/nimwegen/bojani0000/Gene_clustering_algorithms/pan-genome-analysis/data/E_coli_backup4/input_GenBank/H1_pilon_round_4_annotated.gbk,permissive,/scicore/home/nimwegen/bojani0000/20260806-dna-rna-deconvolution-pipeline/breseq_strain_assignment_pipeline/OUTPUT_breseq_assignment/fastq/AC2-0_S16/H1.permissive_R1.fastq.gz,/scicore/home/nimwegen/bojani0000/20260806-dna-rna-deconvolution-pipeline/breseq_strain_assignment_pipeline/OUTPUT_breseq_assignment/fastq/AC2-0_S16/H1.permissive_R2.fastq.gz,CONTROL,"['K12', 'B8', 'D2', 'C5', 'H1', 'D5', 'E3']",0,AC2
12,AC2-0_S16,D5,/scicore/home/nimwegen/bojani0000/Gene_clustering_algorithms/pan-genome-analysis/data/E_coli_backup4/input_GenBank/D5_pilon_round_4_annotated.gbk,strict,/scicore/home/nimwegen/bojani0000/20260806-dna-rna-deconvolution-pipeline/breseq_strain_assignment_pipeline/OUTPUT_breseq_assignment/fastq/AC2-0_S16/D5.strict_R1.fastq.gz,/scicore/home/nimwegen/bojani0000/20260806-dna-rna-deconvolution-pipeline/breseq_strain_assignment_pipeline/OUTPUT_breseq_assignment/fastq/AC2-0_S16/D5.strict_R2.fastq.gz,CONTROL,"['K12', 'B8', 'D2', 'C5', 'H1', 'D5', 'E3']",0,AC2
13,AC2-0_S16,D5,/scicore/home/nimwegen/bojani0000/Gene_clustering_algorithms/pan-genome-analysis/data/E_coli_backup4/input_GenBank/D5_pilon_round_4_annotated.gbk,permissive,/scicore/home/nimwegen/bojani0000/20260806-dna-rna-deconvolution-pipeline/breseq_strain_assignment_pipeline/OUTPUT_breseq_assignment/fastq/AC2-0_S16/D5.permissive_R1.fastq.gz,/scicore/home/nimwegen/bojani0000/20260806-dna-rna-deconvolution-pipeline/breseq_strain_assignment_pipeline/OUTPUT_breseq_assignment/fastq/AC2-0_S16/D5.permissive_R2.fastq.gz,CONTROL,"['K12', 'B8', 'D2', 'C5', 'H1', 'D5', 'E3']",0,AC2
14,AC2-0_S16,E3,/scicore/home/nimwegen/bojani0000/Gene_clustering_algorithms/pan-genome-analysis/data/E_coli_backup4/input_GenBank/E3_pilon_round_4_annotated.gbk,strict,/scicore/home/nimwegen/bojani0000/20260806-dna-rna-deconvolution-pipeline/breseq_strain_assignment_pipeline/OUTPUT_breseq_assignment/fastq/AC2-0_S16/E3.strict_R1.fastq.gz,/scicore/home/nimwegen/bojani0000/20260806-dna-rna-deconvolution-pipeline/breseq_strain_assignment_pipeline/OUTPUT_breseq_assignment/fastq/AC2-0_S16/E3.strict_R2.fastq.gz,CONTROL,"['K12', 'B8', 'D2', 'C5', 'H1', 'D5', 'E3']",0,AC2
15,AC2-0_S16,E3,/scicore/home/nimwegen/bojani0000/Gene_clustering_algorithms/pan-genome-analysis/data/E_coli_backup4/input_GenBank/E3_pilon_round_4_annotated.gbk,permissive,/scicore/home/nimwegen/bojani0000/20260806-dna-rna-deconvolution-pipeline/breseq_strain_assignment_pipeline/OUTPUT_breseq_assignment/fastq/AC2-0_S16/E3.permissive_R1.fastq.gz,/scicore/home/nimwegen/bojani0000/20260806-dna-rna-deconvolution-pipeline/breseq_strain_assignment_pipeline/OUTPUT_breseq_assignment/fastq/AC2-0_S16/E3.permissive_R2.fastq.gz,CONTROL,"['K12', 'B8', 'D2', 'C5', 'H1', 'D5', 'E3']",0,AC2
16,A1-DAY1_S01,K12,/scicore/home/nimwegen/bojani0000/Gene_clustering_algorithms/pan-genome-analysis/data/E_coli_backup4/input_GenBank/K12_pilon_round_4_annotated.gbk,strict,/scicore/home/nimwegen/bojani0000/20260806-dna-rna-deconvolution-pipeline/breseq_strain_assignment_pipeline/OUTPUT_breseq_assignment/fastq/A1-DAY1_S01/K12.strict_R1.fastq.gz,/scicore/home/nimwegen/bojani0000/20260806-dna-rna-deconvolution-pipeline/breseq_strain_assignment_pipeline/OUTPUT_breseq_assignment/fastq/A1-DAY1_S01/K12.strict_R2.fastq.gz,CHL,"['K12', 'B8']",1,A1
17,A1-DAY1_S01,K12,/scicore/home/nimwegen/bojani0000/Gene_clustering_algorithms/pan-genome-analysis/data/E_coli_backup4/input_GenBank/K12_pilon_round_4_annotated.gbk,permissive,/scicore/home/nimwegen/bojani0000/20260806-dna-rna-deconvolution-pipeline/breseq_strain_assignment_pipeline/OUTPUT_breseq_assignment/fastq/A1-DAY1_S01/K12.permissive_R1.fastq.gz,/scicore/home/nimwegen/bojani0000/20260806-dna-rna-deconvolution-pipeline/breseq_strain_assignment_pipeline/OUTPUT_breseq_assignment/fastq/A1-DAY1_S01/K12.permissive_R2.fastq.gz,CHL,"['K12', 'B8']",1,A1
18,A1-DAY1_S01,B8,/scicore/home/nimwegen/bojani0000/Gene_clustering_algorithms/pan-genome-analysis/data/E_coli_backup4/input_GenBank/B8_pilon_round_4_annotated.gbk,strict,/scicore/home/nimwegen/bojani0000/20260806-dna-rna-deconvolution-pipeline/breseq_strain_assignment_pipeline/OUTPUT_breseq_assignment/fastq/A1-DAY1_S01/B8.strict_R1.fastq.gz,/scicore/home/nimwegen/bojani0000/20260806-dna-rna-deconvolution-pipeline/breseq_strain_assignment_pipeline/OUTPUT_breseq_assignment/fastq/A1-DAY1_S01/B8.strict_R2.fastq.gz,CHL,"['K12', 'B8']",1,A1
19,A1-DAY1_S01,B8,/scicore/home/nimwegen/bojani0000/Gene_clustering_algorithms/pan-genome-analysis/data/E_coli_backup4/input_GenBank/B8_pilon_round_4_annotated.gbk,permissive,/scicore/home/nimwegen/bojani0000/20260806-dna-rna-deconvolution-pipeline/breseq_strain_assignment_pipeline/OUTPUT_breseq_assignment/fastq/A1-DAY1_S01/B8.permissive_R1.fastq.gz,/scicore/home/nimwegen/bojani0000/20260806-dna-rna-deconvolution-pipeline/breseq_strain_assignment_pipeline/OUTPUT_breseq_assignment/fastq/A1-DAY1_S01/B8.permissive_R2.fastq.gz,CHL,"['K12', 'B8']",1,A1
20,A2-DAY1_S03,C5,/scicore/home/nimwegen/bojani0000/Gene_clustering_algorithms/pan-genome-analysis/data/E_coli_backup4/input_GenBank/C5_pilon_round_4_annotated.gbk,strict,/scicore/home/nimwegen/bojani0000/20260806-dna-rna-deconvolution-pipeline/breseq_strain_assignment_pipeline/OUTPUT_breseq_assignment/fastq/A2-DAY1_S03/C5.strict_R1.fastq.gz,/scicore/home/nimwegen/bojani0000/20260806-dna-rna-deconvolution-pipeline/breseq_strain_assignment_pipeline/OUTPUT_breseq_assignment/fastq/A2-DAY1_S03/C5.strict_R2.fastq.gz,CHL,"['K12', 'C5']",1,A2
21,A2-DAY1_S03,C5,/scicore/home/nimwegen/bojani0000/Gene_clustering_algorithms/pan-genome-analysis/data/E_coli_backup4/input_GenBank/C5_pilon_round_4_annotated.gbk,permissive,/scicore/home/nimwegen/bojani0000/20260806-dna-rna-deconvolution-pipeline/breseq_strain_assignment_pipeline/OUTPUT_breseq_assignment/fastq/A2-DAY1_S03/C5.permissive_R1.fastq.gz,/scicore/home/nimwegen/bojani0000/20260806-dna-rna-deconvolution-pipeline/breseq_strain_assignment_pipeline/OUTPUT_breseq_assignment/fastq/A2-DAY1_S03/C5.permissive_R2.fastq.gz,CHL,"['K12', 'C5']",1,A2
22,A3-DAY1_S06,K12,/scicore/home/nimwegen/bojani0000/Gene_clustering_algorithms/pan-genome-analysis/data/E_coli_backup4/input_GenBank/K12_pilon_round_4_annotated.gbk,strict,/scicore/home/nimwegen/bojani0000/20260806-dna-rna-deconvolution-pipeline/breseq_strain_assignment_pipeline/OUTPUT_breseq_assignment/fastq/A3-DAY1_S06/K12.strict_R1.fastq.gz,/scicore/home/nimwegen/bojani0000/20260806-dna-rna-deconvolution-pipeline/breseq_strain_assignment_pipeline/OUTPUT_breseq_assignment/fastq/A3-DAY1_S06/K12.strict_R2.fastq.gz,CHL,"['K12', 'D2']",1,A3
23,A3-DAY1_S06,K12,/scicore/home/nimwegen/bojani0000/Gene_clustering_algorithms/pan-genome-analysis/data/E_coli_backup4/input_GenBank/K12_pilon_round_4_annotated.gbk,permissive,/scicore/home/nimwegen/bojani0000/20260806-dna-rna-deconvolution-pipeline/breseq_strain_assignment_pipeline/OUTPUT_breseq_assignment/fastq/A3-DAY1_S06/K12.permissive_R1.fastq.gz,/scicore/home/nimwegen/bojani0000/20260806-dna-rna-deconvolution-pipeline/breseq_strain_assignment_pipeline/OUTPUT_breseq_assignment/fastq/A3-DAY1_S06/K12.permissive_R2.fastq.gz,CHL,"['K12', 'D2']",1,A3
24,A3-DAY1_S06,D2,/scicore/home/nimwegen/bojani0000/Gene_clustering_algorithms/pan-genome-analysis/data/E_coli_backup4/input_GenBank/D2_pilon_round_4_annotated.gbk,strict,/scicore/home/nimwegen/bojani0000/20260806-dna-rna-deconvolution-pipeline/breseq_strain_assignment_pipeline/OUTPUT_breseq_assignment/fastq/A3-DAY1_S06/D2.strict_R1.fastq.gz,/scicore/home/nimwegen/bojani0000/20260806-dna-rna-deconvolution-pipeline/breseq_strain_assignment_pipeline/OUTPUT_breseq_assignment/fastq/A3-DAY1_S06/D2.strict_R2.fastq.gz,CHL,"['K12', 'D2']",1,A3
25,A3-DAY1_S06,D2,/scicore/home/nimwegen/bojani0000/Gene_clustering_algorithms/pan-genome-analysis/data/E_coli_backup4/input_GenBank/D2_pilon_round_4_annotated.gbk,permissive,/scicore/home/nimwegen/bojani0000/20260806-dna-rna-deconvolution-pipeline/breseq_strain_assignment_pipeline/OUTPUT_breseq_assignment/fastq/A3-DAY1_S06/D2.permissive_R1.fastq.gz,/scicore/home/nimwegen/bojani0000/20260806-dna-rna-deconvolution-pipeline/breseq_strain_assignment_pipeline/OUTPUT_breseq_assignment/fastq/A3-DAY1_S06/D2.permissive_R2.fastq.gz,CHL,"['K12', 'D2']",1,A3
26,A4-DAY1_S08,D5,/scicore/home/nimwegen/bojani0000/Gene_clustering_algorithms/pan-genome-analysis/data/E_coli_backup4/input_GenBank/D5_pilon_round_4_annotated.gbk,strict,/scicore/home/nimwegen/bojani0000/20260806-dna-rna-deconvolution-pipeline/breseq_strain_assignment_pipeline/OUTPUT_breseq_assignment/fastq/A4-DAY1_S08/D5.strict_R1.fastq.gz,/scicore/home/nimwegen/bojani0000/20260806-dna-rna-deconvolution-pipeline/breseq_strain_assignment_pipeline/OUTPUT_breseq_assignment/fastq/A4-DAY1_S08/D5.strict_R2.fastq.gz,CHL,"['K12', 'D5']",1,A4
27,A4-DAY1_S08,D5,/scicore/home/nimwegen/bojani0000/Gene_clustering_algorithms/pan-genome-analysis/data/E_coli_backup4/input_GenBank/D5_pilon_round_4_annotated.gbk,permissive,/scicore/home/nimwegen/bojani0000/20260806-dna-rna-deconvolution-pipeline/breseq_strain_assignment_pipeline/OUTPUT_breseq_assignment/fastq/A4-DAY1_S08/D5.permissive_R1.fastq.gz,/scicore/home/nimwegen/bojani0000/20260806-dna-rna-deconvolution-pipeline/breseq_strain_assignment_pipeline/OUTPUT_breseq_assignment/fastq/A4-DAY1_S08/D5.permissive_R2.fastq.gz,CHL,"['K12', 'D5']",1,A4
28,A5-DAY1_S09,K12,/scicore/home/nimwegen/bojani0000/Gene_clustering_algorithms/pan-genome-analysis/data/E_coli_backup4/input_GenBank/K12_pilon_round_4_annotated.gbk,strict,/scicore/home/nimwegen/bojani0000/20260806-dna-rna-deconvolution-pipeline/breseq_strain_assignment_pipeline/OUTPUT_breseq_assignment/fastq/A5-DAY1_S09/K12.strict_R1.fastq.gz,/scicore/home/nimwegen/bojani0000/20260806-dna-rna-deconvolution-pipeline/breseq_strain_assignment_pipeline/OUTPUT_breseq_assignment/fastq/A5-DAY1_S09/K12.strict_R2.fastq.gz,CHL,"['K12', 'E3']",1,A5
29,A5-DAY1_S09,K12,/scicore/home/nimwegen/bojani0000/Gene_clustering_algorithms/pan-genome-analysis/data/E_coli_backup4/input_GenBank/K12_pilon_round_4_annotated.gbk,permissive,/scicore/home/nimwegen/bojani0000/20260806-dna-rna-deconvolution-pipeline/breseq_strain_assignment_pipeline/OUTPUT_breseq_assignment/fastq/A5-DAY1_S09/K12.permissive_R1.fastq.gz,/scicore/home/nimwegen/bojani0000/20260806-dna-rna-deconvolution-pipeline/breseq_strain_assignment_pipeline/OUTPUT_breseq_assignment/fastq/A5-DAY1_S09/K12.permissive_R2.fastq.gz,CHL,"['K12', 'E3']",1,A5
30,A5-DAY1_S09,E3,/scicore/home/nimwegen/bojani0000/Gene_clustering_algorithms/pan-genome-analysis/data/E_coli_backup4/input_GenBank/E3_pilon_round_4_annotated.gbk,strict,/scicore/home/nimwegen/bojani0000/20260806-dna-rna-deconvolution-pipeline/breseq_strain_assignment_pipeline/OUTPUT_breseq_assignment/fastq/A5-DAY1_S09/E3.strict_R1.fastq.gz,/scicore/home/nimwegen/bojani0000/20260806-dna-rna-deconvolution-pipeline/breseq_strain_assignment_pipeline/OUTPUT_breseq_assignment/fastq/A5-DAY1_S09/E3.strict_R2.fastq.gz,CHL,"['K12', 'E3']",1,A5
31,A5-DAY1_S09,E3,/scicore/home/nimwegen/bojani0000/Gene_clustering_algorithms/pan-genome-analysis/data/E_coli_backup4/input_GenBank/E3_pilon_round_4_annotated.gbk,permissive,/scicore/home/nimwegen/bojani0000/20260806-dna-rna-deconvolution-pipeline/breseq_strain_assignment_pipeline/OUTPUT_breseq_assignment/fastq/A5-DAY1_S09/E3.permissive_R1.fastq.gz,/scicore/home/nimwegen/bojani0000/20260806-dna-rna-deconvolution-pipeline/breseq_strain_assignment_pipeline/OUTPUT_breseq_assignment/fastq/A5-DAY1_S09/E3.permissive_R2.fastq.gz,CHL,"['K12', 'E3']",1,A5
32,A6-DAY1_S11,H1,/scicore/home/nimwegen/bojani0000/Gene_clustering_algorithms/pan-genome-analysis/data/E_coli_backup4/input_GenBank/H1_pilon_round_4_annotated.gbk,strict,/scicore/home/nimwegen/bojani0000/20260806-dna-rna-deconvolution-pipeline/breseq_strain_assignment_pipeline/OUTPUT_breseq_assignment/fastq/A6-DAY1_S11/H1.strict_R1.fastq.gz,/scicore/home/nimwegen/bojani0000/20260806-dna-rna-deconvolution-pipeline/breseq_strain_assignment_pipeline/OUTPUT_breseq_assignment/fastq/A6-DAY1_S11/H1.strict_R2.fastq.gz,CHL,"['K12', 'H1']",1,A6
33,A6-DAY1_S11,H1,/scicore/home/nimwegen/bojani0000/Gene_clustering_algorithms/pan-genome-analysis/data/E_coli_backup4/input_GenBank/H1_pilon_round_4_annotated.gbk,permissive,/scicore/home/nimwegen/bojani0000/20260806-dna-rna-deconvolution-pipeline/breseq_strain_assignment_pipeline/OUTPUT_breseq_assignment/fastq/A6-DAY1_S11/H1.permissive_R1.fastq.gz,/scicore/home/nimwegen/bojani0000/20260806-dna-rna-deconvolution-pipeline/breseq_strain_assignment_pipeline/OUTPUT_breseq_assignment/fastq/A6-DAY1_S11/H1.permissive_R2.fastq.gz,CHL,"['K12', 'H1']",1,A6
34,A7-DAY1_S13,C5,/scicore/home/nimwegen/bojani0000/Gene_clustering_algorithms/pan-genome-analysis/data/E_coli_backup4/input_GenBank/C5_pilon_round_4_annotated.gbk,strict,/scicore/home/nimwegen/bojani0000/20260806-dna-rna-deconvolution-pipeline/breseq_strain_assignment_pipeline/OUTPUT_breseq_assignment/fastq/A7-DAY1_S13/C5.strict_R1.fastq.gz,/scicore/home/nimwegen/bojani0000/20260806-dna-rna-deconvolution-pipeline/breseq_strain_assignment_pipeline/OUTPUT_breseq_assignment/fastq/A7-DAY1_S13/C5.strict_R2.fastq.gz,CHL,"['K12', 'D2', 'C5', 'H1', 'D5', 'E3']",1,A7
35,A7-DAY1_S13,C5,/scicore/home/nimwegen/bojani0000/Gene_clustering_algorithms/pan-genome-analysis/data/E_coli_backup4/input_GenBank/C5_pilon_round_4_annotated.gbk,permissive,/scicore/home/nimwegen/bojani0000/20260806-dna-rna-deconvolution-pipeline/breseq_strain_assignment_pipeline/OUTPUT_breseq_assignment/fastq/A7-DAY1_S13/C5.permissive_R1.fastq.gz,/scicore/home/nimwegen/bojani0000/20260806-dna-rna-deconvolution-pipeline/breseq_strain_assignment_pipeline/OUTPUT_breseq_assignment/fastq/A7-DAY1_S13/C5.permissive_R2.fastq.gz,CHL,"['K12', 'D2', 'C5', 'H1', 'D5', 'E3']",1,A7
36,A7-DAY1_S13,E3,/scicore/home/nimwegen/bojani0000/Gene_clustering_algorithms/pan-genome-analysis/data/E_coli_backup4/input_GenBank/E3_pilon_round_4_annotated.gbk,strict,/scicore/home/nimwegen/bojani0000/20260806-dna-rna-deconvolution-pipeline/breseq_strain_assignment_pipeline/OUTPUT_breseq_assignment/fastq/A7-DAY1_S13/E3.strict_R1.fastq.gz,/scicore/home/nimwegen/bojani0000/20260806-dna-rna-deconvolution-pipeline/breseq_strain_assignment_pipeline/OUTPUT_breseq_assignment/fastq/A7-DAY1_S13/E3.strict_R2.fastq.gz,CHL,"['K12', 'D2', 'C5', 'H1', 'D5', 'E3']",1,A7
37,A7-DAY1_S13,E3,/scicore/home/nimwegen/bojani0000/Gene_clustering_algorithms/pan-genome-analysis/data/E_coli_backup4/input_GenBank/E3_pilon_round_4_annotated.gbk,permissive,/scicore/home/nimwegen/bojani0000/20260806-dna-rna-deconvolution-pipeline/breseq_strain_assignment_pipeline/OUTPUT_breseq_assignment/fastq/A7-DAY1_S13/E3.permissive_R1.fastq.gz,/scicore/home/nimwegen/bojani0000/20260806-dna-rna-deconvolution-pipeline/breseq_strain_assignment_pipeline/OUTPUT_breseq_assignment/fastq/A7-DAY1_S13/E3.permissive_R2.fastq.gz,CHL,"['K12', 'D2', 'C5', 'H1', 'D5', 'E3']",1,A7
38,B1-DAY1_S26,H1,/scicore/home/nimwegen/bojani0000/Gene_clustering_algorithms/pan-genome-analysis/data/E_coli_backup4/input_GenBank/H1_pilon_round_4_annotated.gbk,strict,/scicore/home/nimwegen/bojani0000/20260806-dna-rna-deconvolution-pipeline/breseq_strain_assignment_pipeline/OUTPUT_breseq_assignment/fastq/B1-DAY1_S26/H1.strict_R1.fastq.gz,/scicore/home/nimwegen/bojani0000/20260806-dna-rna-deconvolution-pipeline/breseq_strain_assignment_pipeline/OUTPUT_breseq_assignment/fastq/B1-DAY1_S26/H1.strict_R2.fastq.gz,CHL,"['B8', 'H1']",1,B1
39,B1-DAY1_S26,H1,/scicore/home/nimwegen/bojani0000/Gene_clustering_algorithms/pan-genome-analysis/data/E_coli_backup4/input_GenBank/H1_pilon_round_4_annotated.gbk,permissive,/scicore/home/nimwegen/bojani0000/20260806-dna-rna-deconvolution-pipeline/breseq_strain_assignment_pipeline/OUTPUT_breseq_assignment/fastq/B1-DAY1_S26/H1.permissive_R1.fastq.gz,/scicore/home/nimwegen/bojani0000/20260806-dna-rna-deconvolution-pipeline/breseq_strain_assignment_pipeline/OUTPUT_breseq_assignment/fastq/B1-DAY1_S26/H1.permissive_R2.fastq.gz,CHL,"['B8', 'H1']",1,B1
40,B2-DAY1_S28,C5,/scicore/home/nimwegen/bojani0000/Gene_clustering_algorithms/pan-genome-analysis/data/E_coli_backup4/input_GenBank/C5_pilon_round_4_annotated.gbk,strict,/scicore/home/nimwegen/bojani0000/20260806-dna-rna-deconvolution-pipeline/breseq_strain_assignment_pipeline/OUTPUT_breseq_assignment/fastq/B2-DAY1_S28/C5.strict_R1.fastq.gz,/scicore/home/nimwegen/bojani0000/20260806-dna-rna-deconvolution-pipeline/breseq_strain_assignment_pipeline/OUTPUT_breseq_assignment/fastq/B2-DAY1_S28/C5.strict_R2.fastq.gz,CHL,"['C5', 'H1']",1,B2
